rule_id,priority,source_scope,municipality_code,match_field,match_type,match_value,designation_level_code,designation_level_ja,designation_status_code,designation_status_ja,heritage_type_major_code,heritage_type_major_ja,heritage_type_detail,confidence,basis,needs_source_lookup,note
R0130,20,municipal,13210,category,exact,名勝,unknown,不明,unknown,不明,monument,記念物,名勝,low,observed_municipal,1,同じ無接頭辞語が複数指定レベルで使われ得るためnational/Tokyo exact cross-referenceで解決; 分類名に指定/登録の区別なし; 名勝を明示
R0131,20,municipal,13210,category,exact,天然記念物,unknown,不明,unknown,不明,monument,記念物,天然記念物,low,observed_municipal,1,同じ無接頭辞語が複数指定レベルで使われ得るためnational/Tokyo exact cross-referenceで解決; 分類名に指定/登録の区別なし; 天然記念物を明示
R0132,20,municipal,13210,category,exact,旧跡,unknown,不明,unknown,不明,monument,記念物,旧跡,low,observed_municipal,1,同じ無接頭辞語が複数指定レベルで使われ得るためnational/Tokyo exact cross-referenceで解決; 分類名に指定/登録の区別なし; 旧跡を明示
R0133,20,municipal,13210,category,exact,有形文化財,unknown,不明,unknown,不明,tangible,有形文化財,未細分,low,observed_municipal,1,同じ無接頭辞語が複数指定レベルで使われ得るためnational/Tokyo exact cross-referenceで解決; 分類名に指定/登録の区別なし; 有形文化財を明示
R0134,20,municipal,13210,category,exact,有形民俗文化財,unknown,不明,unknown,不明,folk,民俗文化財,有形民俗文化財,low,observed_municipal,1,同じ無接頭辞語が複数指定レベルで使われ得るためnational/Tokyo exact cross-referenceで解決; 分類名に指定/登録の区別なし; 有形民俗を明示
R0135,20,municipal,13210,category,exact,無形文化財,unknown,不明,unknown,不明,intangible,無形文化財,未細分,low,observed_municipal,1,同じ無接頭辞語が複数指定レベルで使われ得るためnational/Tokyo exact cross-referenceで解決; 分類名に指定/登録の区別なし; 無形文化財を明示
R0136,20,municipal,13210,category,exact,無形民俗文化財,unknown,不明,unknown,不明,folk,民俗文化財,無形民俗文化財,low,observed_municipal,1,同じ無接頭辞語が複数指定レベルで使われ得るためnational/Tokyo exact cross-referenceで解決; 分類名に指定/登録の区別なし; 無形民俗を明示
R0137,20,municipal,13210,category,exact,登録有形文化財,national,国,registered,登録,tangible,有形文化財,未細分,medium,observed_municipal,0,当該混在データセットの登録有形文化財は国登録として扱う; 明示; 有形文化財を明示
R0138,20,municipal,13210,category,exact,記録選択,national,国,record_selected,記録選択,unknown,未判定,記録選択,high,observed_municipal,0,国制度の定型名称; 明示
R0139,20,municipal,13210,category,exact,重要文化財,national,国,designated,指定,unknown,未判定,重要文化財,high,observed_municipal,0,国制度の定型名称; 指定/国制度名称を明示
R0140,20,municipal,13211,category,exact,史跡,unknown,不明,unknown,不明,monument,記念物,史跡,low,observed_municipal,1,同じ無接頭辞語が複数指定レベルで使われ得るためnational/Tokyo exact cross-referenceで解決; 分類名に指定/登録の区別なし; 史跡を明示
R0141,20,municipal,13211,category,exact,名勝,unknown,不明,unknown,不明,monument,記念物,名勝,low,observed_municipal,1,同じ無接頭辞語が複数指定レベルで使われ得るためnational/Tokyo exact cross-referenceで解決; 分類名に指定/登録の区別なし; 名勝を明示
R0142,20,municipal,13211,category,exact,天然記念物,unknown,不明,unknown,不明,monument,記念物,天然記念物,low,observed_municipal,1,同じ無接頭辞語が複数指定レベルで使われ得るためnational/Tokyo exact cross-referenceで解決; 分類名に指定/登録の区別なし; 天然記念物を明示
R0143,20,municipal,13211,category,exact,有形文化財,unknown,不明,unknown,不明,tangible,有形文化財,未細分,low,observed_municipal,1,同じ無接頭辞語が複数指定レベルで使われ得るためnational/Tokyo exact cross-referenceで解決; 分類名に指定/登録の区別なし; 有形文化財を明示
R0144,20,municipal,13211,category,exact,有形民俗文化財,unknown,不明,unknown,不明,folk,民俗文化財,有形民俗文化財,low,observed_municipal,1,同じ無接頭辞語が複数指定レベルで使われ得るためnational/Tokyo exact cross-referenceで解決; 分類名に指定/登録の区別なし; 有形民俗を明示
R0145,20,municipal,13211,category,exact,無形民俗文化財,unknown,不明,unknown,不明,folk,民俗文化財,無形民俗文化財,low,observed_municipal,1,同じ無接頭辞語が複数指定レベルで使われ得るためnational/Tokyo exact cross-referenceで解決; 分類名に指定/登録の区別なし; 無形民俗を明示
R0146,20,municipal,13213,category,exact,国宝,national,国,designated,指定,unknown,未判定,国宝,high,observed_municipal,0,国制度を明示; 指定/国制度名称を明示
R0147,20,municipal,13213,category,exact,国重要有形文化財,national,国,designated,指定,tangible,有形文化財,未細分,high,observed_municipal,0,国制度を明示; 指定/国制度名称を明示; 有形文化財を明示
R0148,20,municipal,13213,category,exact,市 史 跡,municipal,区市町村,local_other,独自制度,monument,記念物,史跡,medium,observed_municipal,0,市/区制度名を明示; 自治体独自名称を保持; 史跡を明示
R0149,20,municipal,13213,category,exact,市 天然記念物,municipal,区市町村,unknown,不明,monument,記念物,天然記念物,low,observed_municipal,0,市/区制度名を明示; 分類名に指定/登録の区別なし; 天然記念物を明示
R0150,20,municipal,13213,category,exact,市 旧 跡,municipal,区市町村,local_other,独自制度,monument,記念物,旧跡,medium,observed_municipal,0,市/区制度名を明示; 自治体独自名称を保持; 旧跡を明示
R0151,20,municipal,13213,category,exact,市有形文化財,municipal,区市町村,unknown,不明,tangible,有形文化財,未細分,low,observed_municipal,0,市/区制度名を明示; 分類名に指定/登録の区別なし; 有形文化財を明示
R0152,20,municipal,13213,category,exact,市有形民俗文化財,municipal,区市町村,unknown,不明,folk,民俗文化財,有形民俗文化財,low,observed_municipal,0,市/区制度名を明示; 分類名に指定/登録の区別なし; 有形民俗を明示
R0153,20,municipal,13213,category,exact,市無形民俗文化財,municipal,区市町村,unknown,不明,folk,民俗文化財,無形民俗文化財,low,observed_municipal,0,市/区制度名を明示; 分類名に指定/登録の区別なし; 無形民俗を明示
R0154,20,municipal,13213,category,exact,都史跡,prefectural,都,unknown,不明,monument,記念物,史跡,low,observed_municipal,0,東京都/都制度を明示; 分類名に指定/登録の区別なし; 史跡を明示
R0155,20,municipal,13213,category,exact,都天然記念物,prefectural,都,unknown,不明,monument,記念物,天然記念物,low,observed_municipal,0,東京都/都制度を明示; 分類名に指定/登録の区別なし; 天然記念物を明示
R0156,20,municipal,13213,category,exact,都旧跡,prefectural,都,unknown,不明,monument,記念物,旧跡,low,observed_municipal,0,東京都/都制度を明示; 分類名に指定/登録の区別なし; 旧跡を明示
R0157,20,municipal,13214,category,exact,国指定文化財,national,国,designated,指定,unknown,未判定,国指定文化財,high,observed_municipal,0,国制度を明示; 指定/国制度名称を明示
R0158,20,municipal,13214,category,exact,国登録文化財,national,国,registered,登録,unknown,未判定,国登録文化財,high,observed_municipal,0,国制度を明示; 明示
R0159,20,municipal,13214,category,exact,市指定文化財,municipal,区市町村,designated,指定,unknown,未判定,市指定文化財,high,observed_municipal,0,市/区制度名を明示; 指定/国制度名称を明示
R0160,20,municipal,13214,category,exact,都指定文化財,prefectural,都,designated,指定,unknown,未判定,都指定文化財,high,observed_municipal,0,東京都/都制度を明示; 指定/国制度名称を明示
R0161,20,municipal,13215,category,exact,国登録有形文化財,national,国,registered,登録,tangible,有形文化財,未細分,high,observed_municipal,0,国制度を明示; 明示; 有形文化財を明示
R0162,20,municipal,13215,category,exact,国立市指定史跡,municipal,区市町村,designated,指定,monument,記念物,史跡,high,observed_municipal,0,自治体名を明示; 指定/国制度名称を明示; 史跡を明示
R0163,20,municipal,13215,category,exact,国立市指定有形文化財,municipal,区市町村,designated,指定,tangible,有形文化財,未細分,high,observed_municipal,0,自治体名を明示; 指定/国制度名称を明示; 有形文化財を明示
R0164,20,municipal,13215,category,exact,国立市指定無形文化財,municipal,区市町村,designated,指定,intangible,無形文化財,未細分,high,observed_municipal,0,自治体名を明示; 指定/国制度名称を明示; 無形文化財を明示
R0165,20,municipal,13215,category,exact,国立市登録有形文化財,municipal,区市町村,registered,登録,tangible,有形文化財,未細分,high,observed_municipal,0,自治体名を明示; 明示; 有形文化財を明示
R0166,20,municipal,13215,category,exact,東京都指定文化財,prefectural,都,designated,指定,unknown,未判定,東京都指定文化財,high,observed_municipal,0,東京都/都制度を明示; 指定/国制度名称を明示
R0167,20,municipal,13215,category,exact,東京都指定有形文化財,prefectural,都,designated,指定,tangible,有形文化財,未細分,high,observed_municipal,0,東京都/都制度を明示; 指定/国制度名称を明示; 有形文化財を明示
R0168,20,municipal,13215,category,exact,重要文化財,national,国,designated,指定,unknown,未判定,重要文化財,high,observed_municipal,0,国制度の定型名称; 指定/国制度名称を明示
R0169,20,municipal,13219,category,exact,狛江市指定文化財,municipal,区市町村,designated,指定,unknown,未判定,狛江市指定文化財,high,observed_municipal,0,自治体名を明示; 指定/国制度名称を明示
R0170,20,municipal,13220,category,exact,市史跡,municipal,区市町村,local_other,独自制度,monument,記念物,史跡,medium,observed_municipal,0,市/区制度名を明示; 自治体独自名称を保持; 史跡を明示
R0171,20,municipal,13220,category,exact,市技芸,municipal,区市町村,local_other,独自制度,intangible,無形文化財,技芸,medium,observed_municipal,0,市/区制度名を明示; 自治体独自名称を保持; 無形文化財系
R0172,20,municipal,13220,category,exact,市旧跡,municipal,区市町村,local_other,独自制度,monument,記念物,旧跡,medium,observed_municipal,0,市/区制度名を明示; 自治体独自名称を保持; 旧跡を明示
R0173,20,municipal,13220,category,exact,市郷土資料,municipal,区市町村,local_other,独自制度,other,その他,市郷土資料,medium,observed_municipal,0,市/区制度名を明示; 自治体独自名称を保持; その他/独自類型
R0174,20,municipal,13220,category,exact,市重宝,municipal,区市町村,local_other,独自制度,unknown,未判定,市重宝,medium,observed_municipal,0,市/区制度名を明示; 自治体独自名称を保持
R0175,20,municipal,13220,category,exact,登録,municipal,区市町村,registered,登録,unknown,未判定,登録,medium,observed_municipal,0,東大和市独自カテゴリ群の登録; 明示
R0176,20,municipal,13220,category,exact,都旧跡,prefectural,都,unknown,不明,monument,記念物,旧跡,low,observed_municipal,0,東京都/都制度を明示; 分類名に指定/登録の区別なし; 旧跡を明示
R0177,20,municipal,13220,category,exact,都有形文化財（建造物）,prefectural,都,unknown,不明,tangible,有形文化財,建造物,low,observed_municipal,0,東京都/都制度を明示; 分類名に指定/登録の区別なし; 建造物を明示
R0178,20,municipal,13222,category,exact,史跡,municipal,区市町村,unknown,不明,monument,記念物,史跡,low,observed_municipal,0,当該自治体データセットの無接頭辞分類; 分類名に指定/登録の区別なし; 史跡を明示
R0179,20,municipal,13222,category,exact,天然記念物,municipal,区市町村,unknown,不明,monument,記念物,天然記念物,low,observed_municipal,0,当該自治体データセットの無接頭辞分類; 分類名に指定/登録の区別なし; 天然記念物を明示
R0180,20,municipal,13222,category,exact,旧跡,municipal,区市町村,unknown,不明,monument,記念物,旧跡,low,observed_municipal,0,当該自治体データセットの無接頭辞分類; 分類名に指定/登録の区別なし; 旧跡を明示
R0181,20,municipal,13222,category,exact,有形文化財,municipal,区市町村,unknown,不明,tangible,有形文化財,未細分,low,observed_municipal,0,当該自治体データセットの無接頭辞分類; 分類名に指定/登録の区別なし; 有形文化財を明示
R0182,20,municipal,13222,category,exact,有形文化財（建造物）,municipal,区市町村,unknown,不明,tangible,有形文化財,建造物,low,observed_municipal,0,当該自治体データセットの無接頭辞分類; 分類名に指定/登録の区別なし; 建造物を明示
R0183,20,municipal,13222,category,exact,有形民俗文化財,municipal,区市町村,unknown,不明,folk,民俗文化財,有形民俗文化財,low,observed_municipal,0,当該自治体データセットの無接頭辞分類; 分類名に指定/登録の区別なし; 有形民俗を明示
R0184,20,municipal,13222,category,exact,無形民俗文化財,municipal,区市町村,unknown,不明,folk,民俗文化財,無形民俗文化財,low,observed_municipal,0,当該自治体データセットの無接頭辞分類; 分類名に指定/登録の区別なし; 無形民俗を明示
R0185,20,municipal,13222,category,exact,登録有形文化財（建造物）,national,国,registered,登録,tangible,有形文化財,建造物,medium,observed_municipal,0,当該混在データセットの登録有形文化財は国登録として扱う; 明示; 建造物を明示
R0186,20,municipal,13228,category,exact,史跡,unknown,不明,unknown,不明,monument,記念物,史跡,low,observed_municipal,1,同じ無接頭辞語が複数指定レベルで使われ得るためnational/Tokyo exact cross-referenceで解決; 分類名に指定/登録の区別なし; 史跡を明示
R0187,20,municipal,13228,category,exact,市指定史跡,municipal,区市町村,designated,指定,monument,記念物,史跡,high,observed_municipal,0,市/区制度名を明示; 指定/国制度名称を明示; 史跡を明示
R0188,20,municipal,13228,category,exact,市指定天然記念物,municipal,区市町村,designated,指定,monument,記念物,天然記念物,high,observed_municipal,0,市/区制度名を明示; 指定/国制度名称を明示; 天然記念物を明示
R0189,20,municipal,13228,category,exact,市指定有形文化財,municipal,区市町村,designated,指定,tangible,有形文化財,未細分,high,observed_municipal,0,市/区制度名を明示; 指定/国制度名称を明示; 有形文化財を明示
R0190,20,municipal,13228,category,exact,市指定有形民俗文化財,municipal,区市町村,designated,指定,folk,民俗文化財,有形民俗文化財,high,observed_municipal,0,市/区制度名を明示; 指定/国制度名称を明示; 有形民俗を明示
R0191,20,municipal,13228,category,exact,市指定無形民俗文化財,municipal,区市町村,designated,指定,folk,民俗文化財,無形民俗文化財,high,observed_municipal,0,市/区制度名を明示; 指定/国制度名称を明示; 無形民俗を明示
R0192,20,municipal,13228,category,exact,登録有形文化財,national,国,registered,登録,tangible,有形文化財,未細分,medium,observed_municipal,0,当該混在データセットの登録有形文化財は国登録として扱う; 明示; 有形文化財を明示
R0193,20,municipal,13228,category,exact,都指定史跡,prefectural,都,designated,指定,monument,記念物,史跡,high,observed_municipal,0,東京都/都制度を明示; 指定/国制度名称を明示; 史跡を明示
R0194,20,municipal,13228,category,exact,都指定名勝,prefectural,都,designated,指定,monument,記念物,名勝,high,observed_municipal,0,東京都/都制度を明示; 指定/国制度名称を明示; 名勝を明示
R0195,20,municipal,13228,category,exact,都指定天然記念物,prefectural,都,designated,指定,monument,記念物,天然記念物,high,observed_municipal,0,東京都/都制度を明示; 指定/国制度名称を明示; 天然記念物を明示
R0196,20,municipal,13228,category,exact,都指定旧跡,prefectural,都,designated,指定,monument,記念物,旧跡,high,observed_municipal,0,東京都/都制度を明示; 指定/国制度名称を明示; 旧跡を明示
R0197,20,municipal,13228,category,exact,都指定有形文化財,prefectural,都,designated,指定,tangible,有形文化財,未細分,high,observed_municipal,0,東京都/都制度を明示; 指定/国制度名称を明示; 有形文化財を明示
R0198,20,municipal,13228,category,exact,都指定有形民俗文化財,prefectural,都,designated,指定,folk,民俗文化財,有形民俗文化財,high,observed_municipal,0,東京都/都制度を明示; 指定/国制度名称を明示; 有形民俗を明示
R0199,20,municipal,13228,category,exact,都指定無形文化財,prefectural,都,designated,指定,intangible,無形文化財,未細分,high,observed_municipal,0,東京都/都制度を明示; 指定/国制度名称を明示; 無形文化財を明示
R0200,20,municipal,13228,category,exact,都指定無形民俗文化財,prefectural,都,designated,指定,folk,民俗文化財,無形民俗文化財,high,observed_municipal,0,東京都/都制度を明示; 指定/国制度名称を明示; 無形民俗を明示
R0201,20,municipal,13228,category,exact,重要文化財,national,国,designated,指定,unknown,未判定,重要文化財,high,observed_municipal,0,国制度の定型名称; 指定/国制度名称を明示
R0202,50,any,,type,exact,その他,,,,,other,その他,その他,medium,observed_or_normalizer_contract,0,その他/独自類型
R0203,50,any,,type,exact,交通・運輸・通信,,,,,folk,民俗文化財,民俗テーマ（交通・運輸・通信）,medium,observed_or_normalizer_contract,0,民俗テーマ
R0204,50,any,,type,exact,信仰,,,,,folk,民俗文化財,民俗テーマ（信仰）,medium,observed_or_normalizer_contract,0,民俗テーマ
R0205,50,any,,type,exact,信仰;娯楽・競技,,,,,folk,民俗文化財,民俗テーマ（信仰;娯楽・競技）,medium,observed_or_normalizer_contract,0,民俗テーマ
R0206,50,any,,type,exact,典籍,,,,,tangible,有形文化財,典籍,high,observed_or_normalizer_contract,0,典籍を明示
R0207,50,any,,type,exact,古戦場,,,,,monument,記念物,史跡系,medium,observed_or_normalizer_contract,0,文脈依存
R0208,50,any,,type,exact,古文書,,,,,tangible,有形文化財,古文書,high,observed_or_normalizer_contract,0,古文書を明示
R0209,50,any,,type,exact,古文書・古記録,,,,,tangible,有形文化財,古文書,high,observed_or_normalizer_contract,0,古文書を明示
R0210,50,any,,type,exact,古記録,,,,,tangible,有形文化財,古文書,high,observed_or_normalizer_contract,0,古文書を明示
R0211,50,any,,type,exact,史跡,,,,,monument,記念物,史跡,high,observed_or_normalizer_contract,0,史跡を明示
R0212,50,any,,type,exact,史跡名勝天然記念物,,,,,monument,記念物,天然記念物,high,observed_or_normalizer_contract,0,天然記念物を明示
R0213,50,any,,type,exact,名勝,,,,,monument,記念物,名勝,high,observed_or_normalizer_contract,0,名勝を明示
R0214,50,any,,type,exact,土木遺構,,,,,tangible,有形文化財,建造物,high,observed_or_normalizer_contract,0,建造物を明示
R0215,50,any,,type,exact,墓・碑,,,,,monument,記念物,史跡系,medium,observed_or_normalizer_contract,0,文脈依存
R0216,50,any,,type,exact,天然記念物,,,,,monument,記念物,天然記念物,high,observed_or_normalizer_contract,0,天然記念物を明示
R0217,50,any,,type,exact,工芸,,,,,tangible,有形文化財,美術工芸品,high,observed_or_normalizer_contract,0,工芸/美術工芸を明示
R0218,50,any,,type,exact,工芸品,,,,,tangible,有形文化財,美術工芸品,high,observed_or_normalizer_contract,0,工芸/美術工芸を明示
R0219,50,any,,type,exact,工芸技術,,,,,intangible,無形文化財,工芸技術,medium,observed_or_normalizer_contract,0,無形文化財系
R0220,50,any,,type,exact,市史跡,,,,,monument,記念物,史跡,high,observed_or_normalizer_contract,0,史跡を明示
R0221,50,any,,type,exact,市天然記念物,,,,,monument,記念物,天然記念物,high,observed_or_normalizer_contract,0,天然記念物を明示
R0222,50,any,,type,exact,市技芸,,,,,intangible,無形文化財,技芸,medium,observed_or_normalizer_contract,0,無形文化財系
R0223,50,any,,type,exact,市郷土資料,,,,,other,その他,市郷土資料,medium,observed_or_normalizer_contract,0,その他/独自類型
R0224,50,any,,type,exact,市重宝（古文書）,,,,,tangible,有形文化財,古文書,high,observed_or_normalizer_contract,0,古文書を明示
R0225,50,any,,type,exact,市重宝（工芸品）,,,,,tangible,有形文化財,美術工芸品,high,observed_or_normalizer_contract,0,工芸/美術工芸を明示
R0226,50,any,,type,exact,市重宝（建造物）,,,,,tangible,有形文化財,建造物,high,observed_or_normalizer_contract,0,建造物を明示
R0227,50,any,,type,exact,市重宝（彫刻）,,,,,tangible,有形文化財,彫刻,high,observed_or_normalizer_contract,0,彫刻を明示
R0228,50,any,,type,exact,市重宝（歴史資料）,,,,,tangible,有形文化財,歴史資料,high,observed_or_normalizer_contract,0,歴史資料を明示
R0229,50,any,,type,exact,市重宝（絵画）,,,,,tangible,有形文化財,絵画,high,observed_or_normalizer_contract,0,絵画を明示
R0230,50,any,,type,exact,市重宝（考古資料）,,,,,tangible,有形文化財,考古資料,high,observed_or_normalizer_contract,0,考古資料を明示
R0231,50,any,,type,exact,平和,,,,,unknown,未判定,平和,low,observed_or_normalizer_contract,0,未定義
R0232,50,any,,type,exact,建造物,,,,,tangible,有形文化財,建造物,high,observed_or_normalizer_contract,0,建造物を明示
R0233,50,any,,type,exact,彫刻,,,,,tangible,有形文化財,彫刻,high,observed_or_normalizer_contract,0,彫刻を明示
R0234,50,any,,type,exact,文化・芸術,,,,,unknown,未判定,文化・芸術,low,observed_or_normalizer_contract,0,未定義
R0235,50,any,,type,exact,文化・芸術、歴史,,,,,unknown,未判定,文化・芸術、歴史,low,observed_or_normalizer_contract,0,未定義
R0236,50,any,,type,exact,文化・芸術、都市・産業,,,,,unknown,未判定,文化・芸術、都市・産業,low,observed_or_normalizer_contract,0,未定義
R0237,50,any,,type,exact,文化的景観,,,,,cultural_landscape,文化的景観,文化的景観,high,observed_or_normalizer_contract,0,文化的景観を明示
R0238,50,any,,type,exact,旧跡,,,,,monument,記念物,旧跡,high,observed_or_normalizer_contract,0,旧跡を明示
R0239,50,any,,type,exact,書跡,,,,,tangible,有形文化財,書跡,high,observed_or_normalizer_contract,0,書跡を明示
R0240,50,any,,type,exact,書跡典籍,,,,,tangible,有形文化財,書跡・典籍,high,observed_or_normalizer_contract,0,書跡・典籍を明示
R0241,50,any,,type,exact,有形民俗文化財,,,,,folk,民俗文化財,有形民俗文化財,high,observed_or_normalizer_contract,0,有形民俗を明示
R0242,50,any,,type,exact,植物,,,,,monument,記念物,天然記念物系,medium,observed_or_normalizer_contract,0,文脈依存
R0243,50,any,,type,exact,歴史,,,,,unknown,未判定,歴史,low,observed_or_normalizer_contract,0,未定義
R0244,50,any,,type,exact,歴史、生活,,,,,unknown,未判定,歴史、生活,low,observed_or_normalizer_contract,0,未定義
R0245,50,any,,type,exact,歴史、自然,,,,,unknown,未判定,歴史、自然,low,observed_or_normalizer_contract,0,未定義
R0246,50,any,,type,exact,歴史資料,,,,,tangible,有形文化財,歴史資料,high,observed_or_normalizer_contract,0,歴史資料を明示
R0247,50,any,,type,exact,民俗,,,,,folk,民俗文化財,未細分,medium,observed_or_normalizer_contract,0,民俗資料
R0248,50,any,,type,exact,民俗芸能,,,,,folk,民俗文化財,無形民俗文化財（民俗芸能）,medium,observed_or_normalizer_contract,0,民俗芸能
R0249,50,any,,type,exact,民俗芸能用具,,,,,folk,民俗文化財,有形民俗文化財（民俗芸能用具）,medium,observed_or_normalizer_contract,0,民俗芸能用具
R0250,50,any,,type,exact,民俗資料,,,,,folk,民俗文化財,未細分,medium,observed_or_normalizer_contract,0,民俗資料
R0251,50,any,,type,exact,無形民俗文化財,,,,,folk,民俗文化財,無形民俗文化財,high,observed_or_normalizer_contract,0,無形民俗を明示
R0252,50,any,,type,exact,無形民俗文化財（民俗芸能）,,,,,folk,民俗文化財,無形民俗文化財（民俗芸能）,high,observed_or_normalizer_contract,0,無形民俗を明示
R0253,50,any,,type,exact,無形民俗文化財（風俗慣習）,,,,,folk,民俗文化財,無形民俗文化財（風俗慣習）,high,observed_or_normalizer_contract,0,無形民俗を明示
R0254,50,any,,type,exact,生業,,,,,folk,民俗文化財,民俗テーマ（生業）,medium,observed_or_normalizer_contract,0,民俗テーマ
R0255,50,any,,type,exact,生活,,,,,unknown,未判定,生活,low,observed_or_normalizer_contract,0,未定義
R0256,50,any,,type,exact,生活技術,,,,,folk,民俗文化財,民俗テーマ（生活技術）,medium,observed_or_normalizer_contract,0,民俗テーマ
R0257,50,any,,type,exact,社会生活,,,,,folk,民俗文化財,民俗テーマ（社会生活）,medium,observed_or_normalizer_contract,0,民俗テーマ
R0258,50,any,,type,exact,競技・娯楽,,,,,folk,民俗文化財,民俗テーマ（競技・娯楽）,medium,observed_or_normalizer_contract,0,民俗テーマ
R0259,50,any,,type,exact,絵画,,,,,tangible,有形文化財,絵画,high,observed_or_normalizer_contract,0,絵画を明示
R0260,50,any,,type,exact,絵画・彫刻・工芸品,,,,,tangible,有形文化財,美術工芸品（複合）,high,observed_or_normalizer_contract,0,美術工芸複合
R0261,50,any,,type,exact,美術工芸,,,,,tangible,有形文化財,美術工芸品,high,observed_or_normalizer_contract,0,工芸/美術工芸を明示
R0262,50,any,,type,exact,美術工芸品,,,,,tangible,有形文化財,美術工芸品,high,observed_or_normalizer_contract,0,工芸/美術工芸を明示
R0263,50,any,,type,exact,美術工芸品・考古資料,,,,,tangible,有形文化財,考古資料,high,observed_or_normalizer_contract,0,考古資料を明示
R0264,50,any,,type,exact,考古資料,,,,,tangible,有形文化財,考古資料,high,observed_or_normalizer_contract,0,考古資料を明示
R0265,50,any,,type,exact,考古資料及び古文書,,,,,tangible,有形文化財,考古資料,high,observed_or_normalizer_contract,0,考古資料を明示
R0266,50,any,,type,exact,自然,,,,,unknown,未判定,自然,low,observed_or_normalizer_contract,0,未定義
R0267,50,any,,type,exact,花樹,,,,,monument,記念物,天然記念物系,medium,observed_or_normalizer_contract,0,文脈依存
R0268,50,any,,type,exact,芸能,,,,,intangible,無形文化財,芸能,medium,observed_or_normalizer_contract,0,無形文化財系
R0269,50,any,,type,exact,衣食住,,,,,folk,民俗文化財,民俗テーマ（衣食住）,medium,observed_or_normalizer_contract,0,民俗テーマ
R0270,50,any,,type,exact,記念物,,,,,monument,記念物,未細分,high,observed_or_normalizer_contract,0,記念物を明示
R0271,50,any,,type,exact,遺跡,,,,,monument,記念物,史跡系,medium,observed_or_normalizer_contract,0,文脈依存
R0272,50,any,,type,exact,都市・産業,,,,,unknown,未判定,都市・産業,low,observed_or_normalizer_contract,0,未定義
R0273,50,any,,type,exact,都市・産業、文化・芸術,,,,,unknown,未判定,都市・産業、文化・芸術,low,observed_or_normalizer_contract,0,未定義
R0274,50,any,,type,exact,都市・産業、文化・芸術、歴史,,,,,unknown,未判定,都市・産業、文化・芸術、歴史,low,observed_or_normalizer_contract,0,未定義
R0275,50,any,,type,exact,都市・産業、歴史,,,,,unknown,未判定,都市・産業、歴史,low,observed_or_normalizer_contract,0,未定義
R0276,50,any,,type,exact,都市・産業、生活,,,,,unknown,未判定,都市・産業、生活,low,observed_or_normalizer_contract,0,未定義
R0277,50,any,,type,exact,重要文化財（美術工芸品）,,,,,tangible,有形文化財,美術工芸品,high,observed_or_normalizer_contract,0,工芸/美術工芸を明示
R0278,50,any,,type,exact,重要有形・無形民俗文化財,,,,,folk,民俗文化財,無形民俗文化財,high,observed_or_normalizer_contract,0,無形民俗を明示
R0279,50,any,,type,exact,風俗慣習,,,,,folk,民俗文化財,無形民俗文化財（風俗慣習）,medium,observed_or_normalizer_contract,0,風俗慣習
R0280,50,any,,type,exact,風俗習慣,,,,,folk,民俗文化財,無形民俗文化財（風俗慣習）,medium,observed_or_normalizer_contract,0,風俗慣習
R0281,15,national,,category,regex,.*記録選択.*,national,国,record_selected,記録選択,,,,high,normalizer_contract,0,national categoryに記録選択
R0282,15,national,,category,regex,.*(選定|重要文化的景観).*,national,国,selected,選定,,,,high,normalizer_contract,0,national categoryに選定系語
R0283,15,national,,category,regex,.*登録.*,national,国,registered,登録,,,,high,normalizer_contract,0,national categoryに登録
