record_id,risk_type,risk_type_ja,depth_m,hazard_source,scenario,risk_class,risk_basis
124,river_flooding,洪水浸水想定区域,1.3,利根川水系中川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
124,river_flooding,洪水浸水想定区域,3.13,利根川水系利根川,L1（計画規模）,3m以上5m未満,PLATEAU building risk
124,river_flooding,洪水浸水想定区域,4.16,利根川水系利根川,L2（想定最大規模）,3m以上5m未満,PLATEAU building risk
124,river_flooding,洪水浸水想定区域,0.48,利根川水系江戸川,L1（計画規模）,0.5m未満,PLATEAU building risk
124,river_flooding,洪水浸水想定区域,1.25,利根川水系江戸川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
124,river_flooding,洪水浸水想定区域,0.06,利根川水系綾瀬川,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:297,river_flooding,洪水浸水想定区域,0.057,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.04,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,1.93,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_002:262,river_flooding,洪水浸水想定区域,0.013,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,high_tide,高潮浸水想定,0.28,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.091,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:192,river_flooding,洪水浸水想定区域,0.016,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:362,river_flooding,洪水浸水想定区域,0.095,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
1.32209E+11,river_flooding,洪水浸水想定区域,0.01,荒川水系黒目川・落合川・柳瀬川・空堀川・奈良橋川,L2（想定最大規模）,0.5m未満,PLATEAU building risk
1.32209E+11,river_flooding,洪水浸水想定区域,0.03,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:178,river_flooding,洪水浸水想定区域,0.05,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:379,river_flooding,洪水浸水想定区域,0.107,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:91,river_flooding,洪水浸水想定区域,0.3,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:359,river_flooding,洪水浸水想定区域,0.014,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:237,river_flooding,洪水浸水想定区域,0.01,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:116,river_flooding,洪水浸水想定区域,0.006,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:20,river_flooding,洪水浸水想定区域,0.9,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_002:388,river_flooding,洪水浸水想定区域,0.012,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131075100120,river_flooding,洪水浸水想定区域,0.03,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131075100120,high_tide,高潮浸水想定,1.63,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_002:202,river_flooding,洪水浸水想定区域,0.009,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:203,river_flooding,洪水浸水想定区域,0.009,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
11,river_flooding,洪水浸水想定区域,0.028,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
1.32209E+11,river_flooding,洪水浸水想定区域,0.04,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:273,river_flooding,洪水浸水想定区域,0.197,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:167,river_flooding,洪水浸水想定区域,0.23,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:136,river_flooding,洪水浸水想定区域,0.078,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
96,river_flooding,洪水浸水想定区域,0.003,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
96,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
official_export_001:118,river_flooding,洪水浸水想定区域,0.045,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:130,tsunami,津波浸水想定,2.89,南海トラフケース１（島しょ部）,,2m以上5m未満,PLATEAU building risk
official_export_002:131,tsunami,津波浸水想定,2.89,南海トラフケース１（島しょ部）,,2m以上5m未満,PLATEAU building risk
official_export_002:130,tsunami,津波浸水想定,2.902,南海トラフケース６（島しょ部）,,2m以上5m未満,PLATEAU building risk
official_export_002:131,tsunami,津波浸水想定,2.902,南海トラフケース６（島しょ部）,,2m以上5m未満,PLATEAU building risk
official_export_002:130,tsunami,津波浸水想定,3.211,南海トラフケース８（島しょ部）,,2m以上5m未満,PLATEAU building risk
official_export_002:131,tsunami,津波浸水想定,3.211,南海トラフケース８（島しょ部）,,2m以上5m未満,PLATEAU building risk
official_export_002:130,landslide,土砂災害警戒区域,,土石流,,土砂災害警戒区域（指定済）,PLATEAU building risk
official_export_002:131,landslide,土砂災害警戒区域,,土石流,,土砂災害警戒区域（指定済）,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.965,神田川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.965,荒川水系神田川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.44,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,2.62,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.022,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:157,river_flooding,洪水浸水想定区域,0.29,古川水系渋谷川・古川・目黒川水系目黒川・呑川水系呑川・立会川水系立会川・内川水系内川,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:157,river_flooding,洪水浸水想定区域,0.289,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:157,high_tide,高潮浸水想定,0.22,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
official_export_002:373,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:373,landslide,土砂災害警戒区域,,土石流,,土砂災害警戒区域（指定済）,PLATEAU building risk
official_export_002:373,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
official_export_002:145,river_flooding,洪水浸水想定区域,0.014,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:76,river_flooding,洪水浸水想定区域,0.012,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
1.32209E+11,river_flooding,洪水浸水想定区域,1.15,荒川水系黒目川・落合川・柳瀬川・空堀川・奈良橋川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
1.32209E+11,river_flooding,洪水浸水想定区域,1.15,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.124,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.124,荒川水系神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.18,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,high_tide,高潮浸水想定,0.57,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_002:460,river_flooding,洪水浸水想定区域,0.285,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
112,river_flooding,洪水浸水想定区域,0.168,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.15,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,3.06,東京都高潮浸水想定区域図（令和6年12月19日）,,3m以上5m未満,PLATEAU building risk
131075100004,river_flooding,洪水浸水想定区域,1.3,江東内部河川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131075100004,high_tide,高潮浸水想定,5.1,東京都高潮浸水想定区域図（令和6年12月19日）,,5m以上10m未満,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.006,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:58,river_flooding,洪水浸水想定区域,0.097,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:58,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
230,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
24,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
36,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:243,river_flooding,洪水浸水想定区域,0.37,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:243,high_tide,高潮浸水想定,0.24,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
official_export_002:95,river_flooding,洪水浸水想定区域,0.05,霞川・多摩川上流圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:35,river_flooding,洪水浸水想定区域,0.007,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
20,river_flooding,洪水浸水想定区域,1.97,秋川・平井川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
32,river_flooding,洪水浸水想定区域,1.97,秋川・平井川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
146,river_flooding,洪水浸水想定区域,1.97,秋川・平井川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
20,landslide,土砂災害警戒区域,,土石流,,土砂災害警戒区域（指定済）,PLATEAU building risk
32,landslide,土砂災害警戒区域,,土石流,,土砂災害警戒区域（指定済）,PLATEAU building risk
146,landslide,土砂災害警戒区域,,土石流,,土砂災害警戒区域（指定済）,PLATEAU building risk
20,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
32,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
146,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
official_export_002:109,river_flooding,洪水浸水想定区域,0.0,浅川圏域・大栗川・三沢川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:109,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
132101000000.0,river_flooding,洪水浸水想定区域,0.53,多摩川水系野川・仙川・入間川・谷沢川・丸子川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
132101000000.0,river_flooding,洪水浸水想定区域,0.53,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.01,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.25,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.25,荒川水系神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.05,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,high_tide,高潮浸水想定,0.41,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
official_export_002:249,river_flooding,洪水浸水想定区域,0.01,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
132152100014,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
official_export_002:351,river_flooding,洪水浸水想定区域,0.071,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:417,river_flooding,洪水浸水想定区域,2.12,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_002:418,river_flooding,洪水浸水想定区域,2.12,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
160,river_flooding,洪水浸水想定区域,0.057,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:143,river_flooding,洪水浸水想定区域,0.021,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,0.37,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.06,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,5.09,東京都高潮浸水想定区域図（令和6年12月19日）,,5m以上10m未満,PLATEAU building risk
136,river_flooding,洪水浸水想定区域,0.23,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:192,river_flooding,洪水浸水想定区域,0.05,霞川・多摩川上流圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:99,river_flooding,洪水浸水想定区域,0.07,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:99,high_tide,高潮浸水想定,0.02,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
132000000000.0,river_flooding,洪水浸水想定区域,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:187,river_flooding,洪水浸水想定区域,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:247,river_flooding,洪水浸水想定区域,0.68,古川水系渋谷川・古川・目黒川水系目黒川・呑川水系呑川・立会川水系立会川・内川水系内川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_002:247,river_flooding,洪水浸水想定区域,0.676,城南地区河川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.17,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,1.87,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
35,river_flooding,洪水浸水想定区域,0.052,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
49,river_flooding,洪水浸水想定区域,0.052,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.07,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:199,river_flooding,洪水浸水想定区域,0.04,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.02,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,2.02,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
40,river_flooding,洪水浸水想定区域,0.063,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:127,river_flooding,洪水浸水想定区域,0.017,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:92,river_flooding,洪水浸水想定区域,0.033,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:21,river_flooding,洪水浸水想定区域,1.16,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_002:24,river_flooding,洪水浸水想定区域,1.16,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.05,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,3.39,東京都高潮浸水想定区域図（令和6年12月19日）,,3m以上5m未満,PLATEAU building risk
official_export_001:26,river_flooding,洪水浸水想定区域,0.01,霞川・多摩川上流圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:26,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
official_export_002:177,tsunami,津波浸水想定,0.301,南海トラフケース１（島しょ部）,,0.3ｍ以上1m未満,PLATEAU building risk
official_export_002:177,tsunami,津波浸水想定,0.322,南海トラフケース６（島しょ部）,,0.3ｍ以上1m未満,PLATEAU building risk
official_export_002:177,tsunami,津波浸水想定,0.561,南海トラフケース８（島しょ部）,,0.3ｍ以上1m未満,PLATEAU building risk
104,river_flooding,洪水浸水想定区域,0.16,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
104,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
32,river_flooding,洪水浸水想定区域,0.002,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131075100097,river_flooding,洪水浸水想定区域,0.13,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131075100097,high_tide,高潮浸水想定,1.79,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.34,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.34,荒川水系神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,high_tide,高潮浸水想定,0.32,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
132000000000.0,river_flooding,洪水浸水想定区域,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:193,river_flooding,洪水浸水想定区域,0.01,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:191,river_flooding,洪水浸水想定区域,0.05,霞川・多摩川上流圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:194,river_flooding,洪水浸水想定区域,0.05,霞川・多摩川上流圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:191,landslide,土砂災害警戒区域,,土石流,,土砂災害警戒区域（指定済）,PLATEAU building risk
official_export_002:194,landslide,土砂災害警戒区域,,土石流,,土砂災害警戒区域（指定済）,PLATEAU building risk
241,river_flooding,洪水浸水想定区域,0.215,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:365,river_flooding,洪水浸水想定区域,0.32,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:19,river_flooding,洪水浸水想定区域,0.03,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
200,river_flooding,洪水浸水想定区域,1.31,秋川・平井川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
142,river_flooding,洪水浸水想定区域,0.29,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
142,landslide,土砂災害警戒区域,,土石流,,土砂災害警戒区域（指定済）,PLATEAU building risk
official_export_002:396,river_flooding,洪水浸水想定区域,0.019,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
43,river_flooding,洪水浸水想定区域,0.08,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.015,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.14,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,2.17,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.621,神田川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.621,荒川水系神田川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.04,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.19,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,2.64,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
132101000000.0,river_flooding,洪水浸水想定区域,0.58,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
132101000000.0,river_flooding,洪水浸水想定区域,0.01,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:6,river_flooding,洪水浸水想定区域,0.014,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:7,river_flooding,洪水浸水想定区域,0.014,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:266,river_flooding,洪水浸水想定区域,0.043,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.09,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,2.46,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
5,river_flooding,洪水浸水想定区域,0.554,城南地区河川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
132000000000.0,river_flooding,洪水浸水想定区域,0.91,荒川水系黒目川・落合川・柳瀬川・空堀川・奈良橋川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
132000000000.0,river_flooding,洪水浸水想定区域,0.91,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
13104:194,river_flooding,洪水浸水想定区域,0.018,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.117,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.21,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,3.87,東京都高潮浸水想定区域図（令和6年12月19日）,,3m以上5m未満,PLATEAU building risk
1.32209E+11,river_flooding,洪水浸水想定区域,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
132136100042,river_flooding,洪水浸水想定区域,0.29,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:39,river_flooding,洪水浸水想定区域,0.002,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
129,river_flooding,洪水浸水想定区域,0.01,霞川・多摩川上流圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
129,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
official_export_001:39,river_flooding,洪水浸水想定区域,0.004,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:338,river_flooding,洪水浸水想定区域,0.089,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
132000000000.0,river_flooding,洪水浸水想定区域,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.03,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:49,landslide,土砂災害警戒区域,,土石流,,土砂災害警戒区域（指定済）,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.18,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,2.37,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
45,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
45,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
official_export_002:104,river_flooding,洪水浸水想定区域,0.003,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
105,river_flooding,洪水浸水想定区域,0.002,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
2000000003,river_flooding,洪水浸水想定区域,0.004,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:7,river_flooding,洪水浸水想定区域,0.01,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.02,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
41,river_flooding,洪水浸水想定区域,0.011,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:302,river_flooding,洪水浸水想定区域,0.007,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
20,river_flooding,洪水浸水想定区域,0.14,霞川・多摩川上流圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:197,river_flooding,洪水浸水想定区域,0.214,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:197,river_flooding,洪水浸水想定区域,0.214,荒川水系神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
34,river_flooding,洪水浸水想定区域,0.294,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.036,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,high_tide,高潮浸水想定,0.33,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
13104:11,river_flooding,洪水浸水想定区域,0.059,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:163,river_flooding,洪水浸水想定区域,0.01,浅川圏域・大栗川・三沢川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
